"C3.1"	"C3.10"	"C3.100"	"C3.101"	"C3.102"	"C3.103"	"C3.104"	"C3.105"	"C3.106"	"C3.107"	"C3.108"	"C3.109"	"C3.11"	"C3.110"	"C3.111"	"C3.112"	"C3.113"	"C3.114"	"C3.115"	"C3.116"	"C3.117"	"C3.118"	"C3.119"	"C3.12"	"C3.120"	"C3.121"	"C3.122"	"C3.123"	"C3.124"	"C3.125"	"C3.126"	"C3.127"	"C3.128"	"C3.129"	"C3.13"	"C3.130"	"C3.131"	"C3.132"	"C3.133"	"C3.134"	"C3.135"	"C3.136"	"C3.137"	"C3.138"	"C3.139"	"C3.14"	"C3.140"	"C3.141"	"C3.142"	"C3.143"	"C3.144"	"C3.145"	"C3.146"	"C3.147"	"C3.148"	"C3.149"	"C3.15"	"C3.150"	"C3.151"	"C3.152"	"C3.153"	"C3.154"	"C3.155"	"C3.156"	"C3.16"	"C3.17"	"C3.18"	"C3.19"	"C3.2"	"C3.20"	"C3.21"	"C3.22"	"C3.23"	"C3.24"	"C3.25"	"C3.26"	"C3.27"	"C3.28"	"C3.29"	"C3.3"	"C3.30"	"C3.31"	"C3.32"	"C3.33"	"C3.34"	"C3.35"	"C3.36"	"C3.37"	"C3.38"	"C3.39"	"C3.4"	"C3.40"	"C3.41"	"C3.42"	"C3.43"	"C3.44"	"C3.45"	"C3.46"	"C3.47"	"C3.48"	"C3.49"	"C3.5"	"C3.50"	"C3.51"	"C3.52"	"C3.53"	"C3.54"	"C3.55"	"C3.56"	"C3.57"	"C3.58"	"C3.59"	"C3.6"	"C3.60"	"C3.61"	"C3.62"	"C3.63"	"C3.64"	"C3.65"	"C3.66"	"C3.67"	"C3.68"	"C3.69"	"C3.7"	"C3.70"	"C3.71"	"C3.72"	"C3.73"	"C3.74"	"C3.75"	"C3.76"	"C3.77"	"C3.78"	"C3.79"	"C3.8"	"C3.80"	"C3.81"	"C3.82"	"C3.83"	"C3.84"	"C3.85"	"C3.86"	"C3.87"	"C3.88"	"C3.89"	"C3.9"	"C3.90"	"C3.91"	"C3.92"	"C3.93"	"C3.94"	"C3.95"	"C3.96"	"C3.97"	"C3.98"	"C3.99"
"ARC"	0.173379974613582	0.340611614194549	0.00151016127893205	0.00506018560009912	0.00411493533264873	0.00118223420037613	0.00130123323196004	0.00126267890990186	0.00272619821193294	0.00236668895578212	0.00523042634773901	0.00403365919878445	0.151918654498249	0.0015438273683923	0.0535472577311317	0.00308008069344733	0.598785472208227	0.00514349650749469	0.00894883912628858	0.00403002378878965	0.0173710504429027	0.00607833556152689	0.0032650977668783	0.229891938569473	0.018437961243278	0.00639281699879601	0.0163208521367537	0.472631061575767	0.00358732952234403	0.105997717653316	0.111137259993098	0.0145263728767518	0.455152579434127	2.10878130649536	1.64482489841617	0.808554796635544	0.00614885070526799	0.740726383419352	0.0083711809230161	0.0165440902376974	0.0134984047638281	0.0754792874844793	0.000674634736554925	0.00127410678826553	0.000481580593978394	0.0676087773831949	0.00128637893643216	0.231781068318563	0.367534390263801	0.0657116832932268	0.0398597264515014	0.0542048905942075	0.0131903832216148	0.103605692052086	0.0606942711382834	0.0204744037769383	0.0679184666093287	0.00629284966130792	0.0123662227456885	0.0148242574732867	0.00513656045493147	0.0646198036829249	0.00550337215654246	0.0456031600859909	0.0482003021913839	0.0153796839804638	0.0562207925847805	0.131197637896832	0.0358263360071051	0.0064693667200617	0.1790214785953	0.00138033090280636	0.00148506663737463	0.00106005354392017	0.00119200411782586	0.00252137635622083	0.00152625515702506	0.00182766494319267	0.0016842362075119	0.0142681748404418	0.0010926285932674	0.0012266093382022	0.00169630509895227	0.000966077517544367	0.00122564560269621	0.00208073071163892	0.000878360275242649	0.0019208616157873	0.00143541405398012	0.00154229249654751	0.0170746324329944	0.00776319212930207	0.158493928608741	0.00313201387216362	0.00353035180030068	0.00242112744689398	0.00200041248105034	0.00176322469302975	0.0127144284982517	0.00125521164137233	0.00201636941955662	0.0386350444828332	0.0017678017833998	0.00288032880143428	0.00233846165858907	0.00319009309430253	0.00198936598786744	0.00237711224359137	0.00877070709938806	0.00442948196478273	0.746297342273916	0.00337114563026968	0.0821809967912497	0.00857514676547417	0.135029408581021	0.0131773655316159	0.00254875149787489	0.011647981555935	1.0089726056961	0.0144374738885145	0.0133786018866534	0.000741644077979099	0.00327584910822288	0.073679269602093	0.00141212186530043	0.00185075185811564	0.00216111782657574	0.00160557934303708	0.000832388613805156	0.00100689971253281	0.00145965725903775	0.0019466116295073	0.00264400384499225	0.0017319812417482	3.89064442258718	0.00179359117424522	0.00189809548317229	0.00106938488511018	0.00143747560152469	0.00171346294017868	0.00152220653892966	0.00203881019615844	0.00168554073559143	0.00239351928059117	0.00162535019058665	0.0380550507957106	0.00157571913956825	0.00535021500531458	0.0439822101639113	0.000939421716679504	0.00104944376555257	0.00132491485900772	0.0010445220247572	0.00100235087213323	0.00790889100679969	0.00125625943287029
"Blood vessels"	0.00751863045188506	0.95447144017604	0.000220144735630918	0.00033018771486018	0.000693853832335	0.000288823963259355	0.000347012408066675	0.000452457874083802	0.00460534848830562	0.000232284974910301	0.000307909324774508	0.00031498201680853	0.333603667548068	0.000396144108524368	0.0865367181858673	0.0228809864751228	0.0856788257081416	0.00033198761669142	0.000336307112094629	0.000255687962903162	0.00159856463739264	0.00559046315653872	0.000225746297286446	0.244459931980704	0.00488958698149773	0.0053145122408118	0.000988852059646836	0.00132124522692698	0.00725599795523823	0.00159929613407995	0.00276965922346908	0.00166262429597974	0.0983056309550299	0.0109526344107786	0.133123920098396	0.000825820159892146	0.000291479142777535	0.00320314781518809	0.000238605004929171	0.000363201314208489	0.00992504166925856	0.00315216266939935	0.000649451980197972	0.00026716880186776	0.00149118200633894	0.0193096255118496	0.000270012484536951	7.18102968372961	9.19170465807323	2.41514178674344	0.884788259935799	6.03702426154176	0.0232293067384151	0.53478216118814	0.668546266547216	0.0800541380447771	0.00532345148119266	0.00591342916378392	0.0381883058053375	0.107105980020362	0.00427489734000414	1.70338313333918	0.00726427918868711	0.699794444566448	0.00370349995861408	0.00393082362881868	0.090575740318752	0.248256550857172	0.0065042632473268	0.0101056665252154	0.222692566618153	0.000985615253500311	0.00118078703566465	0.00107239623701484	0.000627789229188634	0.000444674826400633	0.000316398361320448	0.000224028758838275	0.000281219583958376	0.00922267299259179	0.000303678556818286	0.000885716770872265	0.000211868658926397	0.000258411371260229	0.000183367135661404	0.000237258110370144	0.000561616033468286	0.000487247473688469	0.000320083073705015	0.000241391574125276	0.00515418104908328	0.00109261097640609	0.0013567705007471	0.0006884058149813	0.000283717255098261	0.000247669474939021	0.000259743889735618	0.000262668112211037	0.000299582246295306	0.000216572418738073	0.000263999200536765	0.00774205968531139	0.000222921604461778	0.000311824698845883	0.000246868651151259	0.000342163964074133	0.000271743792452892	0.00127469912038124	0.00166488219041321	0.000465127638095733	0.00384972472614704	0.000264135932251962	0.0473389908756432	0.000345983190780244	0.00141996543067167	0.000640681949752191	0.000218715856614908	0.000307850561087256	0.000892574919613606	0.000267722903631909	0.000692484211967318	0.000527807539682431	0.000333745366238331	0.00862078616946598	0.000304135343492811	0.000225307407740624	0.000256545437064326	0.000220690665570351	0.00035308674085651	0.000252002919904796	0.00299550646194451	0.000232847816861057	0.000258779319414134	0.000261281459868986	0.382450062454733	0.00024813306208975	0.000279834783093118	0.000206688516395243	0.000365176587053918	0.000233394990209556	0.000297921435728074	0.000254714438862882	0.000256203347448537	0.000314092234752266	0.000275025730390979	0.0173761077431753	0.000244931430950036	0.00120863189824264	0.000365758351112663	0.000202320321339933	0.000210959161753848	0.000216601202206808	0.00225078985228023	0.00112881405908741	0.000331545932625597	0.000241212275046943
"Fornix/LH 1"	0.0647563652342503	1.3124849773404	0.000784593346377349	0.000805435304624468	0.0011373563621731	0.00107007721993074	0.0011368126204465	0.00165072683181698	0.00153133992367552	0.000852422630693789	0.000722488247176522	0.000773306156064272	3.18595540587231	0.000861803296027658	0.0116890055329761	0.00697829756114174	0.0121573967569412	0.000867278105652564	0.000726452245873916	0.000745517107468407	0.00762554664718403	0.000842348234802869	0.000802209987120585	0.162997895234857	0.00103113936304127	0.000582389206248478	0.000717280935949653	0.00113923136205124	0.00104110259224524	0.00102593848902821	0.000953133294623875	0.0012305905906554	0.466111817355924	0.00206087238406898	0.0136704744586686	0.00109884833962545	0.000789551627275582	0.00145604883856538	0.000714545368435339	0.000822849028172643	0.020492941730651	0.00130610948607109	0.00136892216014859	0.00759912736268964	0.0100791128090133	0.0174594367508934	0.000957581562436551	0.568592483694791	0.0658722770969992	0.0328737218353332	0.062624332674167	0.047728826035453	0.0385315912175222	0.0363441572528253	0.0442171585205963	0.0405970788353784	0.0766897561422002	0.0560234642455774	0.025335926425733	0.0484249122045898	0.0104858350020825	0.0139616222534206	0.0108476519028729	0.0246104206237165	0.0693495872417718	0.0538102781164957	2.05069955622966	4.60886413776246	0.0519818250698549	0.278786532256358	4.889788257786	0.000776705798042911	0.00103044638935462	0.00175193396668933	0.000970718679329398	0.00113313941131071	0.00113814453066267	0.000734245438070017	0.000818496268246508	0.128938785241831	0.00200281590976094	0.00153391199955788	0.000726216778587087	0.00136485015233083	0.000799398854482464	0.00102338822818118	0.00120402432563077	0.00153287210761372	0.00119340397503874	0.000779825091153626	0.0532341607750953	0.000793685123390889	0.00115252840766117	0.000900862770411833	0.000812338205426589	0.000875212965128313	0.001148039939254	0.000993067680842188	0.000765599857863191	0.00102147055314386	0.00262124354029361	0.0841912955476036	0.00135535083605451	0.0020816098670225	0.00209174703615864	0.00148651130419349	0.00104952045034527	0.00138918242743931	0.000992102883465266	0.00196457261579524	0.00229720518376281	0.000941398254796472	0.0469766476124908	0.00103393777871608	0.000973894745702759	0.000597824257348381	0.000832300692241537	0.00141773675410869	0.00147651314248663	0.000654076349938024	0.000817414345921538	0.0378893191023944	0.00152496830604486	0.0425793936639003	0.00261208717224737	0.000771016338493237	0.00101691340156245	0.00158652230791145	0.0132204448620275	0.00291177200256861	0.00808280115425577	0.0007333177604101	0.000938081334785685	0.000929019020528191	1.53230057601655	0.00107824040554495	0.00110794069913526	0.000791497168983032	0.00113880953543388	0.000675167621296756	0.00103583009715896	0.00089305192736427	0.000868095622788534	0.000929953184278544	0.000735882167517929	0.0545305866159033	0.000746854504953636	0.000898002129288865	0.000775396714452055	0.000869621436205097	0.00085757135209554	0.000692121188114058	0.00342885045539113	0.00353794378631008	0.00159738678501891	0.00167365586101606
"Fornix/LH 2"	0.035099737877245	0.838520381154186	0.000264274542575642	0.000234882232237268	0.000232474729398042	0.000278709041083029	0.000304248859076951	0.000320395810130258	0.00103518476932638	0.000261021075181956	0.000276197648118302	0.000325248112679387	3.37357808079483	0.00053742128369132	0.000940253045127162	0.00186811096158488	0.0013331888859317	0.00022988231546912	0.000251400051176458	0.000222724393345656	0.00232727580724563	0.000240044090970044	0.000247705662746696	0.0171166482416599	0.000285470157701643	0.000227557056166621	0.000212820144715996	0.000214712657747234	0.000376864592361363	0.000198546228085498	0.000289931221741237	0.001690856506816	0.105246137051296	0.000555571025730468	0.0063980993481463	0.000253817891668153	0.000270214851666269	0.000243136536513353	0.00026982676426087	0.000328075069437783	0.0204869835024778	0.00024388281006781	0.00089188689045506	0.000467280612233991	0.00143572697370826	0.0244172209780359	0.000382998561825732	0.79868392034801	0.0563196000461552	0.0383927476303725	0.0777145706936134	0.0539784617631151	0.0607753654316496	0.0435232808724819	0.0572715025699598	0.0646987216846711	0.0801480541357104	0.0959461157212603	0.0359697666575199	0.0541610018155652	0.0118028951311233	0.0128634770231518	0.0120613131476943	0.033044579061485	0.0805710253145731	0.089212506820348	3.93209431983783	8.66171281264283	0.0426093736918541	0.527949673658718	8.86024287312211	0.00035772005225333	0.000364979485532836	0.00157919789671929	0.000474200340604013	0.000791032680745355	0.000532613782818418	0.000324569688901996	0.000352798114661914	0.157663329956815	0.000473297457410476	0.000615983548876354	0.000278677901509779	0.000375280928443025	0.000265118711220153	0.000295747565094954	0.000537370016844365	0.000800315324473658	0.000425219480364026	0.000358450278998837	0.0544466510098476	0.000355400590237201	0.000218311119845117	0.000305342725266851	0.000249032356475062	0.000260446531095721	0.000295629764977243	0.000381480325588257	0.000207511330017482	0.00032879527136693	0.000316852583027475	0.0753811068205508	0.000343501028816419	0.000318029562987075	0.000269463800147841	0.000400173872258521	0.000222551160071818	0.000299092652963676	0.000226519503260388	0.000280422929139623	0.00135471861669502	0.000247263366474617	0.0463350962702545	0.00107477618889397	0.000275967043592255	0.000209788479370834	0.000261972574904295	0.00029343667378985	0.000282518735018418	0.000218854757638496	0.000281960696747656	0.00266070969039195	0.000551187614350669	0.0323857384292997	0.000587352080928505	0.000293324457366722	0.000295080135668989	0.00280227596241716	0.00110934628566601	0.000583170008678529	0.00173391184682127	0.00026205807736213	0.000298800866594973	0.000320399641768828	0.267229253080851	0.000326598211694053	0.000365512119466021	0.000318645352767793	0.00041853946991668	0.000295762328919742	0.000350472216488637	0.000342467983591347	0.000360471199150216	0.000394485835206744	0.000302421852673234	0.0475219888339554	0.000336949156295499	0.000376621990636848	0.000271118760235021	0.000955502149101225	0.000327955459806249	0.00026191088651666	0.005023787696968	0.00036773347366956	0.000235319244622199	0.000350161626494285
"Fornix/OT 1"	0.0329926997991275	5.60321938711924	0.000261412958011477	0.000283392530694898	0.000515078137400967	0.000249728901756772	0.000291349898271777	0.00069292692063761	0.00051104293792571	0.00027907173611456	0.000286444735537111	0.000325078807348716	4.39159608705928	0.000471622847100308	0.015989839521087	0.00539747649445165	0.0145020602377941	0.000271253903826441	0.000280571979295803	0.000249642349048865	0.000593248349376266	0.000247937222328386	0.000288316668899829	1.17590917871033	0.00042976518711646	0.0001904153010211	0.000253798215796277	0.000613205793390526	0.000412915772921683	0.000616406463768136	0.000443863647615276	0.000263727800549723	0.126391667382409	0.00330753012405311	0.0160051532880847	0.000455131240672675	0.000307255373926646	0.000470537189044297	0.000258472644523398	0.000373235064904381	0.00254158594574871	0.000581956956625822	0.000704378423473902	0.00324993211781416	0.00202832503350212	0.0165477837372616	0.000427687596431983	0.512095616359867	0.0864858021978814	0.0766823548397246	0.0449624417972321	0.0768396765153552	0.0665518770991008	0.158527247532758	0.132523570668685	0.0814643146295778	0.0412790333028374	0.0570725775746697	0.0687369813576085	0.373959668053813	0.010480594165563	0.0380390376583757	0.0103296652393828	0.0282401737750334	0.0372083919235424	0.0445680510239771	1.89099550876525	4.84318930329619	0.037665296143877	0.235713175324725	4.16904109778218	0.000245817907434062	0.000299993253100087	0.00102141223486633	0.000338795595148046	0.000521778217158535	0.000498985141412465	0.000288585945586655	0.000321333243872868	0.109467541462051	0.000473208364952912	0.000349607873132456	0.000248464412919927	0.000350728982643172	0.000235550979206096	0.000435248080903381	0.000426211523909532	0.00095259211770495	0.000353489411559251	0.000293676676900363	0.0352315876425723	0.000375814080019846	0.000638146733754975	0.00101186397437228	0.000281392564856523	0.000275917028900398	0.000402307371091869	0.000318986123303929	0.000369380627123937	0.000303213958507892	0.000332447546873891	0.0525780291993276	0.000359206831004148	0.000426158192678257	0.000299234551190869	0.000533700671230422	0.000255621914833516	0.000479545642932851	0.000315330638288207	0.000380007516913821	0.000623927188295404	0.000277125654036449	0.0532048851395462	0.000304831454224502	0.000392360755725666	0.000188076987498512	0.000272297537268854	0.000407320807750247	0.000660892677754933	0.00022889004056791	0.000280478565159779	0.00379743776706064	0.000579919915914288	0.0357889002470242	0.000836856003162236	0.000258991906945724	0.000331096959428054	0.000431436767677606	0.00122340302854071	0.000411453687161868	0.000895551177179511	0.000234862909287007	0.000312278354750113	0.000298476871055426	0.605686983182274	0.000324267148679904	0.000347772039736623	0.000280994061120271	0.000441754399810096	0.000243896551349414	0.000379020806171608	0.000338797578634959	0.000340637214940337	0.000431807577087057	0.000267409102802864	0.0732314930425787	0.000301932969378043	0.000711397156932168	0.000214268639361807	0.000285781975660928	0.000749600700505016	0.000237653258429132	0.000672321236522126	0.000355364143956004	0.000325375245628339	0.000554025282169655
"Fornix/OT 2"	0.0421113530005239	2.37410095002849	0.000211860711899421	0.000187778876878451	0.000195448124714986	0.00019557322976768	0.000222996342484365	0.000226097147369998	0.000225808415316099	0.000208674502018038	0.000221626427428888	0.000274669714884307	4.68429665065192	0.000223423496486319	0.00180630464152968	0.00315005969734783	0.00346731047085046	0.000184319891200957	0.000207041999946808	0.000171475299863568	0.000441120710406359	0.000183113608821911	0.000210715486592353	0.302658327412782	0.000228989004166002	0.000155305168189536	0.000161756858603493	0.000173050780108426	0.000215770748531931	0.00012983522955745	0.000261865069996862	0.000240584128279052	0.0620996801570293	0.000503356384046209	0.00942167528000703	0.000224547922139254	0.000220774981248724	0.000221380006011482	0.000207311427998643	0.000289490398225104	0.00120285864962058	0.000191952572219841	0.000425890269978018	0.00134195141368223	0.00136178955892507	0.0242006721896043	0.000313812902456853	0.626115765416411	0.0526490858955363	0.0481900072417437	0.067047648672119	0.0567880680059393	0.0639393028678685	0.0633968565576383	0.0722342796241129	0.0690827825560957	0.0617132615987939	0.0873823055363216	0.0446146539778692	0.125095203932016	0.0115620852713792	0.0171336471862718	0.0128882439382491	0.0314993486934089	0.0638471673929171	0.0691077128265666	3.26471254863169	8.03728491463645	0.0521724801189954	0.436917949662404	6.96184575313943	0.000240416387901316	0.000277712723948616	0.000475107323318075	0.00033125056960502	0.000463543198377101	0.000411375976131159	0.000270747969946051	0.000297822007658706	0.174752989788099	0.000355532196287409	0.000304332066278983	0.000212817588605056	0.000274574081834026	0.00019338188126493	0.000241031607265476	0.000296521117102327	0.000674377757343902	0.000271177390812422	0.000283830708907271	0.0559899903158097	0.000274465716362101	0.000185318484053485	0.000252561000541915	0.000199886384530652	0.000202984026394611	0.000236269837814254	0.000256374883769686	0.000170273592749757	0.000250296097140261	0.00024074934039712	0.0820457130806227	0.000267852494442896	0.000265723984001893	0.000202117060500992	0.000350445990609063	0.000162940732884146	0.000197073290357453	0.00018859985445638	0.000169887221422505	0.000218039378040973	0.000196473603267338	0.0592617897128064	0.000185012268764981	0.000244079192615207	0.000154663219696226	0.000212753728380128	0.000231293888229161	0.000276964014604292	0.000176988646026728	0.000223842792153299	0.000975726112511019	0.000462579294281894	0.0424594955626906	0.000413147386555086	0.000225557307462296	0.000232769805480543	0.000284017778703011	0.000375936925687637	0.000354888253247115	0.000443110753139692	0.000201626088631562	0.00024461328318915	0.000254493274038894	0.368525327498251	0.000253253108737131	0.000292446439713146	0.000252732478900411	0.000366414629989014	0.000224371579142115	0.000288460798709161	0.000282293851083906	0.000307416197309565	0.000361969896578881	0.000229639198654249	0.0682166115474256	0.000273193242264613	0.000341040569641661	0.000184605393709669	0.000234444376319839	0.000255169556650019	0.000205708564108214	0.000455013692696551	0.000292905349536343	0.000183166802892592	0.000295623422919684
"IMH"	0.144917619006421	0.075136544033468	0.00884995265592779	0.0612788687254515	0.0128832876304945	0.00882238379044838	0.021131234080328	0.0145457622879075	0.00337879482935593	0.00699966074002557	0.00841728126316271	0.00655914419007763	0.126275527289842	0.0103033233297275	0.0131588085849307	0.019994312021407	0.0123710376578725	0.0245587845047384	0.0114876960374969	0.0294758176859943	0.0113570682770186	0.00827641133213212	0.00614401044582355	0.0259064992277568	0.0072736063454328	0.00654952770061542	0.00684348769156252	0.0084950321887687	0.00999924063911912	0.0230248315799611	0.0140944993346976	0.0202379804345795	0.924759473792852	0.00640489069208623	0.0303281966262075	0.0121681967291481	0.00929575536290904	0.00719625962827475	0.00773585117821679	0.00960286956359238	0.00942425544969379	0.00813770370848363	0.0083086236260295	0.00703030034008642	0.0173569788383546	0.00577425204129978	0.00652800562950222	0.232846191702573	0.111094013357591	0.012793366911338	0.0587487779397851	0.0486758934121289	0.0114397137614363	0.0141407397870335	0.0115774060192052	0.00899264844738536	0.123420883059752	0.00979144155648444	0.00693726360078829	0.00345677967380648	0.00866560290456953	0.024110392619064	0.00733865623238418	0.0152150430239908	0.0885606144172654	0.0283345372157185	0.102548290132626	0.264869291661828	0.0521832540397305	0.0134085363591732	0.294231204453952	0.00639630990746936	0.00428894167887313	0.00410346284363041	0.00480070634195129	0.00692866908111818	0.00550385265624433	0.00628501327250232	0.00717433623196928	0.0279348935570512	0.00481652969628253	0.0057722617301132	0.00898914864681782	0.00981929337319719	0.00953393691101816	0.0589337247818829	0.00618978592871795	0.00776893393734855	0.00660012550072847	0.00626616832151238	0.0403218375006922	0.00580441558435884	0.0208520638253725	0.0531239993408651	0.0679327135751561	0.0142886234516283	0.0230263032734426	0.0234109172290562	0.0119193664177979	0.0118824103147785	0.0167120230630323	0.0791425971749855	0.0134784642285528	0.0179581259290713	0.0150399215703029	0.0159829151591365	0.0912350054195531	10.1828771394877	0.0530611836562276	0.0202101841695208	0.0142469328763288	0.0107797879862092	0.0173990416654446	0.0458064203202117	0.0133371958224131	0.00879620888652118	0.0113145212847299	0.0101416865829813	0.00878434894384645	0.0371938891429107	0.012736789446031	0.00872831582424778	0.0175429973237573	0.0551866205965183	0.0124020914397427	0.0127379314045524	0.0497409130030761	0.00899476453036983	0.0149545582646414	0.00954996458608344	0.00550424586340816	0.00950992936724554	0.0113650067691142	0.0266495351359336	4.99823420326508	0.0126683722600857	0.013743518864729	0.00620153213223322	0.00329453523115276	0.0102954968244222	0.00595400794199262	0.0100530372745768	0.00827867422766627	0.00734315319458806	0.00717762075966938	0.0231689590133671	0.0089839343141286	0.0127243262248239	0.00781958152769384	0.00422464701461731	0.00553082453709012	0.0072680730351672	0.0467632767727856	0.00705629534815526	0.020556968437283	0.00845679819592001
"Leptomeningeal 1"	0.0974292197572032	6.11709730757773	0.00179490107542612	0.00377165115726723	0.0049637855457664	0.00203228949173408	0.00253021766641545	0.0079166208895663	0.0147479678697248	0.00434355634181316	0.00368689334986405	0.00177000044502961	2.91759927192526	0.00174656339857374	0.183517936257771	0.0444668761298338	0.124803674347225	0.00262811101197279	0.00225887835033787	0.00212251592776922	0.0106993733944926	0.00500939647555655	0.00285753536124324	1.59979555016568	0.00711824396744381	0.0013914659137683	0.00299358526266179	0.0122640821719153	0.0113254017748433	0.0187343730588975	0.00561611339635377	0.0103932846471225	1.13399196272437	0.0291365449003129	0.0440251879982096	0.00421973395644054	0.00310518612433912	0.009043136113777	0.00198989769948032	0.00371172267798953	0.052008962431703	0.0144006839050806	0.00159165533474014	0.00174751093676998	0.00876704931551228	0.0143372812559716	0.00179631015173486	0.441573072088395	0.15533189518685	0.08990555916477	0.0441349460510281	0.088612727920528	0.0461814832321558	0.192788562212909	0.138569777124841	0.0601550627073255	0.0461179421933136	0.0275263113284398	0.0643912475492304	0.263032119352901	0.0160964358735662	0.0724827722773192	0.0132388472765968	0.0304921274606201	0.0415214963820329	0.0192307350030043	0.546470953059862	1.32128261944121	0.0561685183729607	0.0704617343183971	1.39557972852829	0.00106961435154443	0.00132297578774819	0.00148171403057017	0.00118736450486813	0.00523128647691891	0.00189488617731683	0.00150120640459961	0.00174839579122943	0.069251994513072	0.00169936647261725	0.00137816786437264	0.00151301623307478	0.00201050431652389	0.00159760549078839	0.00234664521981223	0.00128066686587251	0.00235051866592245	0.00184483765236515	0.00149399456588548	0.0434870995047544	0.00259502426384606	0.0611926501196188	0.00865396108035823	0.00248882781721752	0.00239275017495552	0.00582463574093399	0.00284504518930341	0.00474028745181096	0.00187574643946412	0.0026308293837124	0.0758093660913641	0.00272265097406054	0.00486354923924372	0.00393328717421292	0.00465068514098902	0.00279267432588999	0.00566828110741	0.00546923274047554	0.00774453160612801	0.0153730450771977	0.00219424214003454	0.0654755748741291	0.0038024126764424	0.00348811832526313	0.00375350460646824	0.00220405789806912	0.0098989168584294	0.018482307774914	0.0045406022783335	0.00355763939544837	0.0145769160993107	0.00370120047769359	0.0572960259491818	0.0046429849918891	0.00151278190883647	0.00232575699470153	0.00245165635620323	0.00882138909797225	0.00325651916941907	0.00595787760316925	0.00150664676793537	0.00234106399625669	0.00188877717767742	3.63530743570351	0.00220292866490645	0.00224455979587139	0.0014263252603105	0.00336009667653614	0.00127832285370544	0.00280494865331328	0.00206344388888483	0.00456066033398793	0.00285964916183147	0.00140664530940021	0.104354521383939	0.00437034550620578	0.00662346752672597	0.00150662975990145	0.00181435647227292	0.00490228902408609	0.00198715734204048	0.00336639881478636	0.00262987757483401	0.0060342238773854	0.00653857589970296
"Leptomeningeal 2"	0.0148868067561878	14.7001321704599	0.000228343692178776	0.00046533065064517	0.00063729890037188	0.000155717321613237	0.000212507363569197	0.0002239602466155	0.00138360984926368	0.000258829539187982	0.000324132207439225	0.000338208327045641	4.9645541763685	0.000204015950669999	0.153897584782275	0.0198988311497924	0.0837616775045456	0.000305042451165557	0.000353205392835983	0.000234097947184971	0.00117461376320893	0.000189652243944447	0.000287642489596593	3.70216944981759	0.000242309008399967	0.000136889710240764	0.000182473960109937	0.00166683657165499	0.0011316490731747	0.00301313794849289	0.0023243426494447	0.000299359599741121	0.399810825929506	0.0039694175078378	0.0452093917361863	0.000901454221929393	0.000387411962851035	0.000865277662268899	0.000253852722001952	0.000593217017666812	0.0068010958516655	0.00048780191895266	0.000167592562330628	0.000255611492522114	0.000380883561583636	0.0163477126626217	0.000259226610924972	0.682924240620122	0.528508381491887	0.269443220883116	0.047088142332128	0.295800130207413	0.0739629966207634	0.422473786934593	0.339374166495003	0.102964078190784	0.00489994674140214	0.023126735772361	0.148496561066512	0.882243924218788	0.0141656424073258	0.218466550992356	0.0129369210633997	0.0579822216978656	0.00501673082745911	0.00752558074418404	0.203070290607144	0.587853776815731	0.0223485524981846	0.0280231700126325	0.522856474524802	0.000156148655472369	0.000303784483434703	0.00058936637774986	0.000193667554076865	0.00106565430264874	0.000238837145117294	0.000236303558148263	0.00030001522417937	0.0407374199133431	0.000264080054041607	0.00036230170818317	0.000190847543753586	0.000438593770618853	0.000186782169488634	0.000260936367843568	0.000165731556469112	0.000876435948160244	0.000216593727289223	0.0002162168932773	0.0147225148020588	0.000337817112882994	0.00371977169524462	0.000312412960080115	0.000307376185397941	0.000245310342905302	0.000291038344041367	0.00019976166082117	0.000358000521530963	0.000191627737568013	0.000248280371518678	0.0184238495538295	0.000279945708655702	0.000491129284532985	0.000247362366228215	0.000612753819627911	0.000240813904357514	0.000364867396130494	0.00074343077766042	0.000746353373326942	0.00454068718885421	0.00028859989309582	0.0698860516357152	0.000487407486466634	0.000700854573202013	0.000207385485091638	0.000273611674312031	0.00217201946192214	0.00717620162949857	0.00055548404639336	0.000442511573851055	0.000570987360255665	0.000458712179850495	0.032930505716837	0.00116249750364555	0.000186377727310243	0.000252445132209392	0.000282139036734411	0.000259062357624958	0.000254612409615631	0.000294777827952797	0.000186405148936726	0.000309933296063775	0.000222264913029198	0.666947703243417	0.000242751409893142	0.000306530226728894	0.000191376251475271	0.000301147638636639	0.000176901541851856	0.000356577728613038	0.000308240924198042	0.000368402188876096	0.000480715694350518	0.00019973469228007	0.117600025456679	0.000260979858070205	0.000490114364275398	0.000176762742831952	0.000169360852186125	0.000246182275741133	0.000190489896159392	0.000196823692999711	0.000221102925888216	0.000696875588479775	0.000262192094099867
